ano;tipo_ingresso;regime_juridico;genero;grupo_cargo;quantidade_ingressos
2010;Concurso;Estatutário;Masculino;Carreira De Financ E Execucao-Fnde;8
2010;Concurso;Estatutário;Masculino;Carreira De Infra-Estrutura;248
2010;Concurso;Estatutário;Masculino;Carreira De Magisterio Superior;4344
2010;Concurso;Estatutário;Masculino;Carreira De Oficial De Chancelaria;10
2010;Concurso;Estatutário;Masculino;Carreira De Perito Medico Federal;270
2010;Concurso;Estatutário;Masculino;Carreira De Pesq Em Propried Industrial;1
2010;Concurso;Estatutário;Masculino;Carreira De Pesq Inf Geog E Estatística;1
2010;Concurso;Estatutário;Masculino;Carreira De Pesquisa E Desenvolvim-Inep;3
2010;Concurso;Estatutário;Masculino;Carreira De Policial Rodoviario Federal;167
2010;Concurso;Estatutário;Masculino;Carreira De Suporte Tecnico - Fnde;1
2010;Concurso;Estatutário;Masculino;Carreira De Suporte Tecnico Tec Militar;14
2010;Concurso;Estatutário;Masculino;Carreira De Tecnologia Militar;9
2010;Concurso;Estatutário;Masculino;Carreira Defensoria Publica;90
2010;Concurso;Estatutário;Masculino;Carreira Dnit;48
2010;Concurso;Estatutário;Masculino;Carreira Do Dnpm;177
2010;Concurso;Estatutário;Masculino;Carreira Do Seguro Social;536
2010;Concurso;Estatutário;Masculino;Carreira Fiscal Do Trabalho;126
2010;Concurso;Estatutário;Masculino;Carreira Gest Em Metrol E Qualidade;30
2010;Concurso;Estatutário;Masculino;Carreira Magist Ens Bas Tec Tecnol;2915
2010;Concurso;Estatutário;Masculino;Carreira Penitenciaria Federal;164
2010;Concurso;Estatutário;Masculino;Carreira Pesq Desen Metrol E Qualidade;72
2010;Concurso;Estatutário;Masculino;Carreira Plan Gest Infr Inf Geog Estatis;212
2010;Concurso;Estatutário;Masculino;Carreira Policial Federal;448
2010;Concurso;Estatutário;Masculino;Carreira Procurador Da Fazenda Nacional;114
2010;Concurso;Estatutário;Masculino;Carreira Prod Anali Inf Geog Estatistica;50
2010;Concurso;Estatutário;Masculino;Carreira Sup Pla Gest Inf Infor Geog Est;1
2010;Concurso;Estatutário;Masculino;Carreiras De Pesq.Em Cienc.E Tecnologia;31
2010;Concurso;Estatutário;Masculino;Defesa Aerea E Controle De Trafego Aereo;26
2010;Concurso;Estatutário;Masculino;Diplomacia;70
2010;Concurso;Estatutário;Masculino;Especialista Em Meio Ambiente;92
2010;Concurso;Estatutário;Masculino;Especialista Em Metrol E Qualid Senior;2
2010;Concurso;Estatutário;Masculino;Estrutura Remun Cargos Esp - Lei 12277;132
2010;Concurso;Estatutário;Masculino;Gestao;16
2010;Concurso;Estatutário;Masculino;Hfa / Carreira De Especialista / Ns;2
2010;Concurso;Estatutário;Masculino;Hfa / Carreira Medica;43
2010;Concurso;Estatutário;Masculino;Hfa / Carreira Suporte / Ni;22
2010;Concurso;Estatutário;Masculino;Mag.Superior E 1 E 2 Graus Lei 7596/87;657
2010;Concurso;Estatutário;Masculino;Pccdpu - Estrutura Remuneratoria Cargos;4
2010;Concurso;Estatutário;Masculino;Planej.Infra-Estrut.Cienc.E Tecnologia;156
2010;Concurso;Estatutário;Masculino;Plano Carreira Cargos Tec Aux Agropec;23
2010;Concurso;Estatutário;Masculino;Plano De Cargos De Juiz Do Trib Maritimo;1
2010;Concurso;Estatutário;Masculino;Plano De Carreira Dos Cargos Tae-Ife;5641
2010;Concurso;Estatutário;Masculino;Plano De Carreiras Da Abin;41
2010;Concurso;Estatutário;Masculino;Plano De Carreiras E Cargos-Pccdpu - Ns;40
2010;Concurso;Estatutário;Masculino;Plano De Carreiras E Cargos-Pccdpu-Ni;5
2010;Concurso;Estatutário;Masculino;Plano Esp De Cargos Do Minist Da Fazenda;329
2010;Concurso;Estatutário;Masculino;Plano Especial De Cargos - Anvisa;1
2010;Concurso;Estatutário;Masculino;Plano Especial De Cargos - Suframa;4
2010;Concurso;Estatutário;Masculino;Plano Especial De Cargos Da Cultura;231
2010;Concurso;Estatutário;Masculino;Plano Especial De Cargos Do Dpf;2
2010;Concurso;Estatutário;Masculino;Plano Especial De Cargos Do Mma/Ibama;27
2010;Concurso;Estatutário;Masculino;Plano Geral De Cargos Do Poder Executivo;967
2010;Concurso;Estatutário;Masculino;Plano Geral De Cargos Poder Executivo-Na;64
2010;Concurso;Estatutário;Masculino;Plano Geral De Cargos Poder Executivo-Ni;898
2010;Concurso;Estatutário;Masculino;Quadro De Pessoal Agencia Nac. De Aguas;68
2010;Concurso;Estatutário;Masculino;Receita Federal Brasil;341
2010;Concurso;Estatutário;Masculino;Receita Federal Do Brasil;326
2010;Concurso;Estatutário;Masculino;-;63
2010;Transposição;Estatutário;Masculino;Plano Geral De Cargos Poder Executivo-Na;1
2010;Transposição;Regime Militar;Masculino;Militar (Ex-Territorios) Vpext;1
2010;Processo Seletivo;Contrato Temporário;Masculino;Car.Mag.Ensino Basico Federal Mp/431/08;1
2010;Processo Seletivo;Contrato Temporário;Masculino;Car.Mag.Ensino Basico Tec.Tecn.Mp/431/08;2439
2010;Processo Seletivo;Contrato Temporário;Masculino;Contrato Lei 8745/93 - Dec 4748/2003;4
2010;Processo Seletivo;Contrato Temporário;Masculino;Contrato Temporario Lei 8745/93;1178
2010;Processo Seletivo;Contrato Temporário;Masculino;Mag.Superior E 1 E 2 Graus Lei 7596/87;6660
2011;Concurso;Estatutário;Feminino;Car.Mag.Ensino Basico Tec.Tecn.Mp/431/08;128
2011;Concurso;Estatutário;Feminino;Cargos Da Cvm/Susep;1
2011;Concurso;Estatutário;Feminino;Cargos Das Agencias Reguladoras;82
2011;Concurso;Estatutário;Feminino;Cargos De Nivel Intermediario- Cvm/Susep;6
2011;Concurso;Estatutário;Feminino;Carreira Auditor Fiscal Federal Agrop;1
2011;Concurso;Estatutário;Feminino;Carreira Da Area Juridica;64
2011;Concurso;Estatutário;Feminino;Carreira Da Prev Da Saude E Do Trabalho;345
2011;Concurso;Estatutário;Feminino;Carreira De Desenv De Politicas Sociais;1
2011;Concurso;Estatutário;Feminino;Carreira De Desenv Tecn-I.E.Chagas/Cenp;11
2011;Concurso;Estatutário;Feminino;Carreira De Desenvolvimento Tecnologico;729
2011;Concurso;Estatutário;Feminino;Carreira De Infra-Estrutura;1
2011;Concurso;Estatutário;Feminino;Carreira De Magisterio Superior;2252
2011;Concurso;Estatutário;Feminino;Carreira De Oficial De Chancelaria;3
2011;Concurso;Estatutário;Feminino;Carreira De Perito Medico Federal;82
2011;Concurso;Estatutário;Feminino;Carreira De Pesq Em Propried Industrial;4
2011;Concurso;Estatutário;Feminino;Carreira De Pesquisa - I.E.Chagas/Cenp;36
2011;Concurso;Estatutário;Feminino;Carreira De Plan Gest E Inf Est Prop Ind;1
2011;Concurso;Estatutário;Feminino;Carreira De Policial Rodoviario Federal;24
2011;Concurso;Estatutário;Feminino;Carreira De Sup Gestao-I.E.Chagas/Cenp;4
2011;Concurso;Estatutário;Feminino;Carreira De Sup Tec Em Prop Industrial;1
2011;Concurso;Estatutário;Feminino;Carreira De Sup Tecn Metrol E Qualidade;11
2011;Concurso;Estatutário;Feminino;Carreira Defensoria Publica;5
2011;Concurso;Estatutário;Feminino;Carreira Des Tec C&T Prod Inov Saude Pub;65
2011;Concurso;Estatutário;Feminino;Carreira Dnit;22
2011;Concurso;Estatutário;Feminino;Carreira Do Dnpm;7
2011;Concurso;Estatutário;Feminino;Carreira Do Seguro Social;9
2011;Concurso;Estatutário;Feminino;Carreira Fiscal Do Trabalho;87
2011;Concurso;Estatutário;Feminino;Carreira Gest C&T Prod Inov Saude Public;58
2011;Concurso;Estatutário;Feminino;Carreira Gest Em Metrol E Qualidade;8
2011;Concurso;Estatutário;Feminino;Carreira Magist Ens Bas Tec Tecnol;1463
2011;Concurso;Estatutário;Feminino;Carreira Penitenciaria Federal;14
2011;Concurso;Estatutário;Feminino;Carreira Pesq C&T Prod Inov Saude Public;2
2011;Concurso;Estatutário;Feminino;Carreira Pesq Desen Metrol E Qualidade;33
2011;Concurso;Estatutário;Feminino;Carreira Plan Gest Infr Inf Geog Estatis;2
2011;Concurso;Estatutário;Feminino;Carreira Policial Federal;5
2011;Concurso;Estatutário;Feminino;Carreira Prod Anali Inf Geog Estatistica;4
2011;Concurso;Estatutário;Feminino;Carreira Sup Ges C&T Pro Inov Saude Publ;24
2011;Concurso;Estatutário;Feminino;Carreira Sup Gest E Metrol E Qualidade;2
2011;Concurso;Estatutário;Feminino;Carreira Sup Tec C&T Pro Inov Saude Publ;72
2011;Concurso;Estatutário;Feminino;Diplomacia;5
2011;Concurso;Estatutário;Feminino;Especialista C&T Prod Inov Saude Publica;1
2011;Concurso;Estatutário;Feminino;Especialista Em Meio Ambiente;27
2011;Concurso;Estatutário;Feminino;Estrutura Remun Cargos Esp - Lei 12277;3
2011;Concurso;Estatutário;Feminino;Gestao;81
2011;Concurso;Estatutário;Feminino;Hfa / Carreira De Especialista / Ns;12
2011;Concurso;Estatutário;Feminino;Hfa / Carreira Medica;19
2011;Concurso;Estatutário;Feminino;Hfa / Carreira Suporte / Ni;24
2011;Concurso;Estatutário;Feminino;Mag.Superior E 1 E 2 Graus Lei 7596/87;197
2011;Concurso;Estatutário;Feminino;Planej.Infra-Estrut.Cienc.E Tecnologia;107
2011;Concurso;Estatutário;Feminino;Plano Carreira Cargos Tec Aux Agropec;6
2011;Concurso;Estatutário;Feminino;Plano De Carreira Dos Cargos Tae-Ife;4981
2011;Concurso;Estatutário;Feminino;Plano De Carreiras -Ni- Susep-Cvm;10
2011;Concurso;Estatutário;Feminino;Plano De Carreiras E Cargos-Pccdpu - Ns;13
2011;Concurso;Estatutário;Feminino;Plano De Carreiras E Cargos-Pccdpu-Ni;5
2011;Concurso;Estatutário;Feminino;Plano Esp De Cargos Do Minist Da Fazenda;31
2011;Concurso;Estatutário;Feminino;Plano Especial De Cargos - Embratur;21
2011;Concurso;Estatutário;Feminino;Plano Especial De Cargos - Suframa;28
2011;Concurso;Estatutário;Feminino;Plano Especial De Cargos Da Cultura;60
2011;Concurso;Estatutário;Feminino;Plano Especial De Cargos Do Mma/Ibama;8
2011;Concurso;Estatutário;Feminino;Plano Geral De Cargos Do Poder Executivo;134
2011;Concurso;Estatutário;Feminino;Plano Geral De Cargos Poder Executivo-Na;1
2011;Concurso;Estatutário;Feminino;Plano Geral De Cargos Poder Executivo-Ni;125
2011;Concurso;Estatutário;Feminino;Quadro De Pessoal Agencia Nac. De Aguas;6
2011;Concurso;Estatutário;Feminino;Receita Federal Brasil;35
2011;Concurso;Estatutário;Feminino;Receita Federal Do Brasil;15
2011;Concurso;Estatutário;Feminino;-;4
2011;Processo Seletivo;Contrato Temporário;Feminino;Car.Mag.Ensino Basico Tec.Tecn.Mp/431/08;856
2011;Processo Seletivo;Contrato Temporário;Feminino;Contrato Temporario Lei 8745/93;1530
2011;Processo Seletivo;Contrato Temporário;Feminino;Mag.Superior E 1 E 2 Graus Lei 7596/87;3596
2011;Concurso;Estatutário;Masculino;Car.Mag.Ensino Basico Tec.Tecn.Mp/431/08;198
2011;Concurso;Estatutário;Masculino;Cargo Isolado - Pcc Mag Federal;1
2011;Concurso;Estatutário;Masculino;Cargos Das Agencias Reguladoras;180
2011;Concurso;Estatutário;Masculino;Cargos De Nivel Intermediario- Cvm/Susep;10
2011;Concurso;Estatutário;Masculino;Carreira Da Area Juridica;117
2011;Concurso;Estatutário;Masculino;Carreira Da Prev Da Saude E Do Trabalho;297
2011;Concurso;Estatutário;Masculino;Carreira De Desenv Tecn-I.E.Chagas/Cenp;7
2011;Concurso;Estatutário;Masculino;Carreira De Desenvolvimento Tecnologico;255
2011;Concurso;Estatutário;Masculino;Carreira De Infra-Estrutura;9
2011;Concurso;Estatutário;Masculino;Carreira De Magisterio Superior;2595
2011;Concurso;Estatutário;Masculino;Carreira De Oficial De Chancelaria;4
2011;Concurso;Estatutário;Masculino;Carreira De Perito Medico Federal;110
2011;Concurso;Estatutário;Masculino;Carreira De Pesq Em Propried Industrial;4
2011;Concurso;Estatutário;Masculino;Carreira De Pesquisa - I.E.Chagas/Cenp;19
2011;Concurso;Estatutário;Masculino;Carreira De Plan Gest E Inf Est Prop Ind;1
2011;Concurso;Estatutário;Masculino;Carreira De Policial Rodoviario Federal;146
2011;Concurso;Estatutário;Masculino;Carreira De Sup Gestao-I.E.Chagas/Cenp;11
2011;Concurso;Estatutário;Masculino;Carreira De Sup Tecn Metrol E Qualidade;24
2011;Concurso;Estatutário;Masculino;Carreira De Suporte Tecnico Tec Militar;4
2011;Concurso;Estatutário;Masculino;Carreira De Tecnologia Militar;2
2011;Concurso;Estatutário;Masculino;Carreira Defensoria Publica;13
2011;Concurso;Estatutário;Masculino;Carreira Des Tec C&T Prod Inov Saude Pub;43
2011;Concurso;Estatutário;Masculino;Carreira Dnit;65
2011;Concurso;Estatutário;Masculino;Carreira Do Dnpm;6
2011;Concurso;Estatutário;Masculino;Carreira Do Seguro Social;1
2011;Concurso;Estatutário;Masculino;Carreira Fiscal Do Trabalho;121
2011;Concurso;Estatutário;Masculino;Carreira Gest C&T Prod Inov Saude Public;51
2011;Concurso;Estatutário;Masculino;Carreira Gest Em Metrol E Qualidade;11
2011;Concurso;Estatutário;Masculino;Carreira Magist Ens Bas Tec Tecnol;1927
2011;Concurso;Estatutário;Masculino;Carreira Penitenciaria Federal;55
2011;Concurso;Estatutário;Masculino;Carreira Pesq C&T Prod Inov Saude Public;3
2011;Concurso;Estatutário;Masculino;Carreira Pesq Desen Metrol E Qualidade;38
2011;Concurso;Estatutário;Masculino;Carreira Policial Federal;18
2011;Concurso;Estatutário;Masculino;Carreira Prod Anali Inf Geog Estatistica;1
2011;Concurso;Estatutário;Masculino;Carreira Sup Ges C&T Pro Inov Saude Publ;38
2011;Concurso;Estatutário;Masculino;Carreira Sup Gest E Metrol E Qualidade;3
2011;Concurso;Estatutário;Masculino;Carreira Sup Plan Gest Inf Est Prop Ind;1
2011;Concurso;Estatutário;Masculino;Carreira Sup Tec C&T Pro Inov Saude Publ;71
2011;Concurso;Estatutário;Masculino;Carreiras De Pesq.Em Cienc.E Tecnologia;1
2011;Concurso;Estatutário;Masculino;Defesa Aerea E Controle De Trafego Aereo;2
2011;Concurso;Estatutário;Masculino;Diplomacia;19
2011;Concurso;Estatutário;Masculino;Especialista Em Meio Ambiente;30
2011;Concurso;Estatutário;Masculino;Estrutura Remun Cargos Esp - Lei 12277;12
2011;Concurso;Estatutário;Masculino;Gestao;186
2011;Concurso;Estatutário;Masculino;Hfa / Carreira Medica;14
2011;Concurso;Estatutário;Masculino;Hfa / Carreira Suporte / Ni;7
2011;Concurso;Estatutário;Masculino;Mag.Superior E 1 E 2 Graus Lei 7596/87;269
2011;Concurso;Estatutário;Masculino;Outras Atividades De Nivel Superior;2
2011;Concurso;Estatutário;Masculino;Pccdpu - Estrutura Remuneratoria Cargos;1
2011;Concurso;Estatutário;Masculino;Planej.Infra-Estrut.Cienc.E Tecnologia;87
2011;Concurso;Estatutário;Masculino;Plano Carreira Cargos Tec Aux Agropec;9
2011;Concurso;Estatutário;Masculino;Plano De Carreira Dos Cargos Tae-Ife;4808
2011;Concurso;Estatutário;Masculino;Plano De Carreiras -Ni- Susep-Cvm;19
2011;Concurso;Estatutário;Masculino;Plano De Carreiras Da Abin;1
2011;Concurso;Estatutário;Masculino;Plano De Carreiras E Cargos-Pccdpu - Ns;10
2011;Concurso;Estatutário;Masculino;Plano De Carreiras E Cargos-Pccdpu-Ni;2
2011;Concurso;Estatutário;Masculino;Plano Esp De Cargos Do Minist Da Fazenda;32
2011;Concurso;Estatutário;Masculino;Plano Especial De Cargos - Embratur;22
2011;Concurso;Estatutário;Masculino;Plano Especial De Cargos - Suframa;27
2011;Concurso;Estatutário;Masculino;Plano Especial De Cargos Da Cultura;56
2011;Concurso;Estatutário;Masculino;Plano Especial De Cargos Do Mma/Ibama;16
2011;Concurso;Estatutário;Masculino;Plano Geral De Cargos Do Poder Executivo;116
2011;Concurso;Estatutário;Masculino;Plano Geral De Cargos Poder Executivo-Na;6
2011;Concurso;Estatutário;Masculino;Plano Geral De Cargos Poder Executivo-Ni;120
2011;Concurso;Estatutário;Masculino;Quadro De Pessoal Agencia Nac. De Aguas;6
2011;Concurso;Estatutário;Masculino;Receita Federal Brasil;92
2011;Concurso;Estatutário;Masculino;Receita Federal Do Brasil;39
2011;Concurso;Estatutário;Masculino;-;12
2011;Processo Seletivo;Contrato Temporário;Masculino;Car.Mag.Ensino Basico Tec.Tecn.Mp/431/08;862
2011;Processo Seletivo;Contrato Temporário;Masculino;Contrato Temporario Lei 8745/93;2052
2011;Processo Seletivo;Contrato Temporário;Masculino;Mag.Superior E 1 E 2 Graus Lei 7596/87;3145
2012;Concurso;Estatutário;Feminino;Car.Mag.Ensino Basico Tec.Tecn.Mp/431/08;45
2012;Concurso;Estatutário;Feminino;Cargos Da Cvm/Susep;29
2012;Concurso;Estatutário;Feminino;Cargos Das Agencias Reguladoras;43
2012;Concurso;Estatutário;Feminino;Cargos De Nivel Intermediario- Cvm/Susep;1
2012;Concurso;Estatutário;Feminino;Carreira Advocacia Da Uniao;1
2012;Concurso;Estatutário;Feminino;Carreira Da Area Juridica;35
2012;Concurso;Estatutário;Feminino;Carreira Da Prev Da Saude E Do Trabalho;567
2012;Concurso;Estatutário;Feminino;Carreira De Desenv Tecn-I.E.Chagas/Cenp;1
2012;Concurso;Estatutário;Feminino;Carreira De Desenvolvimento Tecnologico;186
2012;Concurso;Estatutário;Feminino;Carreira De Gestao Pesq-I.E.Chagas/Cenp;3
2012;Concurso;Estatutário;Feminino;Carreira De Infra-Estrutura;44
2012;Concurso;Estatutário;Feminino;Carreira De Magisterio Superior;1759
2012;Concurso;Estatutário;Feminino;Carreira De Oficial De Chancelaria;19
2012;Concurso;Estatutário;Feminino;Carreira De Perito Medico Federal;176
2012;Concurso;Estatutário;Feminino;Carreira De Pesquisa - I.E.Chagas/Cenp;2
2012;Concurso;Estatutário;Feminino;Carreira De Policial Rodoviario Federal;102
2012;Concurso;Estatutário;Feminino;Carreira De Refor E Desen Agrario-Incra;37
2012;Concurso;Estatutário;Feminino;Carreira De Sup Gestao-I.E.Chagas/Cenp;4
2012;Concurso;Estatutário;Feminino;Carreira De Sup Tecn Metrol E Qualidade;10
2012;Concurso;Estatutário;Feminino;Carreira De Suporte Tecnico Tec Militar;39
2012;Concurso;Estatutário;Feminino;Carreira De Tecnologia Militar;12
2012;Concurso;Estatutário;Feminino;Carreira Defensoria Publica;6
2012;Concurso;Estatutário;Feminino;Carreira Des Tec C&T Prod Inov Saude Pub;73
2012;Concurso;Estatutário;Feminino;Carreira Dnit;2
2012;Concurso;Estatutário;Feminino;Carreira Do Dnpm;5
2012;Concurso;Estatutário;Feminino;Carreira Do Seguro Social;756
2012;Concurso;Estatutário;Feminino;Carreira Gest C&T Prod Inov Saude Public;79
2012;Concurso;Estatutário;Feminino;Carreira Gest Em Metrol E Qualidade;7
2012;Concurso;Estatutário;Feminino;Carreira Magist Ens Bas Tec Tecnol;1257
2012;Concurso;Estatutário;Feminino;Carreira Penitenciaria Federal;1
2012;Concurso;Estatutário;Feminino;Carreira Pesq C&T Prod Inov Saude Public;25
2012;Concurso;Estatutário;Feminino;Carreira Pesq Desen Metrol E Qualidade;12
2012;Concurso;Estatutário;Feminino;Carreira Plan Gest Infr Inf Geog Estatis;51
2012;Concurso;Estatutário;Feminino;Carreira Policial Federal;15
2012;Concurso;Estatutário;Feminino;Carreira Previc;8
2012;Concurso;Estatutário;Feminino;Carreira Prod Anali Inf Geog Estatistica;22
2012;Concurso;Estatutário;Feminino;Carreira Sup Ges C&T Pro Inov Saude Publ;1
2012;Concurso;Estatutário;Feminino;Carreira Sup Gest E Metrol E Qualidade;2
2012;Concurso;Estatutário;Feminino;Carreira Sup Tec C&T Pro Inov Saude Publ;7
2012;Concurso;Estatutário;Feminino;Carreiras De Pesq.Em Cienc.E Tecnologia;1
2012;Concurso;Estatutário;Feminino;Diplomacia;8
2012;Concurso;Estatutário;Feminino;Especialista C&T Prod Inov Saude Publica;6
2012;Concurso;Estatutário;Feminino;Especialista Em Meio Ambiente;77
2012;Concurso;Estatutário;Feminino;Estrutura Remun Cargos Esp - Lei 12277;6
2012;Concurso;Estatutário;Feminino;Gestao;27
2012;Concurso;Estatutário;Feminino;Hfa / Carreira De Especialista / Ns;6
2012;Concurso;Estatutário;Feminino;Hfa / Carreira Medica;18
2012;Concurso;Estatutário;Feminino;Hfa / Carreira Suporte / Ni;15
2012;Concurso;Estatutário;Feminino;Mag.Superior E 1 E 2 Graus Lei 7596/87;40
2012;Concurso;Estatutário;Feminino;Pccdpu - Estrutura Remuneratoria Cargos;2
2012;Concurso;Estatutário;Feminino;Planej.Infra-Estrut.Cienc.E Tecnologia;89
2012;Concurso;Estatutário;Feminino;Plano Carreira Cargos Tec Aux Agropec;2
2012;Concurso;Estatutário;Feminino;Plano De Carreira Dos Cargos Tae-Ife;4449
2012;Concurso;Estatutário;Feminino;Plano De Carreiras -Ni- Susep-Cvm;4
2012;Concurso;Estatutário;Feminino;Plano De Carreiras Da Abin;6
2012;Concurso;Estatutário;Feminino;Plano De Carreiras E Cargos-Pccdpu - Ns;22
2012;Concurso;Estatutário;Feminino;Plano De Carreiras E Cargos-Pccdpu-Ni;10
2012;Concurso;Estatutário;Feminino;Plano Esp De Cargos Do Minist Da Fazenda;1
2012;Concurso;Estatutário;Feminino;Plano Especial De Cargos - Embratur;10
2012;Concurso;Estatutário;Feminino;Plano Especial De Cargos - Suframa;12
2012;Concurso;Estatutário;Feminino;Plano Especial De Cargos Da Cultura;58
2012;Concurso;Estatutário;Feminino;Plano Especial De Cargos Do Mma/Ibama;23
2012;Concurso;Estatutário;Feminino;Plano Geral De Cargos Do Poder Executivo;111
2012;Concurso;Estatutário;Feminino;Plano Geral De Cargos Poder Executivo-Na;7
2012;Concurso;Estatutário;Feminino;Plano Geral De Cargos Poder Executivo-Ni;160
2012;Concurso;Estatutário;Feminino;Quadro De Pessoal Agencia Nac. De Aguas;9
2012;Concurso;Estatutário;Feminino;Receita Federal Brasil;2
2012;Concurso;Estatutário;Feminino;-;2
2012;Transposição;Estatutário;Feminino;Plano Geral De Cargos Poder Executivo-Ni;1
2012;Processo Seletivo;Contrato Temporário;Feminino;Car.Mag.Ensino Basico Tec.Tecn.Mp/431/08;817
2012;Processo Seletivo;Contrato Temporário;Feminino;Contrato Temporario Lei 8745/93;1205
2012;Processo Seletivo;Contrato Temporário;Feminino;Mag.Superior E 1 E 2 Graus Lei 7596/87;4087
2012;Concurso;Estatutário;Masculino;Car.Mag.Ensino Basico Tec.Tecn.Mp/431/08;88
2012;Concurso;Estatutário;Masculino;Cargo Isolado - Pcc Mag Federal;1
2012;Concurso;Estatutário;Masculino;Cargos Da Cvm/Susep;138
2012;Concurso;Estatutário;Masculino;Cargos Das Agencias Reguladoras;68
2012;Concurso;Estatutário;Masculino;Carreira Da Area Juridica;38
2012;Concurso;Estatutário;Masculino;Carreira Da Prev Da Saude E Do Trabalho;456
2012;Concurso;Estatutário;Masculino;Carreira De Assistente De Chancelaria;1
2012;Concurso;Estatutário;Masculino;Carreira De Desenvolvimento Tecnologico;110
2012;Concurso;Estatutário;Masculino;Carreira De Gestao Pesq-I.E.Chagas/Cenp;1
2012;Concurso;Estatutário;Masculino;Carreira De Infra-Estrutura;92
2012;Concurso;Estatutário;Masculino;Carreira De Magisterio Superior;2127
2012;Concurso;Estatutário;Masculino;Carreira De Oficial De Chancelaria;16
2012;Concurso;Estatutário;Masculino;Carreira De Perito Federal Agrario-Incra;7
2012;Concurso;Estatutário;Masculino;Carreira De Perito Medico Federal;192
2012;Concurso;Estatutário;Masculino;Carreira De Pesquisa - I.E.Chagas/Cenp;1
2012;Concurso;Estatutário;Masculino;Carreira De Policial Rodoviario Federal;613
2012;Concurso;Estatutário;Masculino;Carreira De Refor E Desen Agrario-Incra;97
2012;Concurso;Estatutário;Masculino;Carreira De Sup Gestao-I.E.Chagas/Cenp;2
2012;Concurso;Estatutário;Masculino;Carreira De Sup Tec-I.E.Chagas/Cenp;2
2012;Concurso;Estatutário;Masculino;Carreira De Sup Tecn Metrol E Qualidade;32
2012;Concurso;Estatutário;Masculino;Carreira De Suporte Tecnico Tec Militar;203
2012;Concurso;Estatutário;Masculino;Carreira De Tecnologia Militar;60
2012;Concurso;Estatutário;Masculino;Carreira Defensoria Publica;14
2012;Concurso;Estatutário;Masculino;Carreira Des Tec C&T Prod Inov Saude Pub;62
2012;Concurso;Estatutário;Masculino;Carreira Dnit;1
2012;Concurso;Estatutário;Masculino;Carreira Do Dnpm;8
2012;Concurso;Estatutário;Masculino;Carreira Do Seguro Social;945
2012;Concurso;Estatutário;Masculino;Carreira Gest C&T Prod Inov Saude Public;70
2012;Concurso;Estatutário;Masculino;Carreira Gest Em Metrol E Qualidade;8
2012;Concurso;Estatutário;Masculino;Carreira Magist Ens Bas Tec Tecnol;1953
2012;Concurso;Estatutário;Masculino;Carreira Penitenciaria Federal;2
2012;Concurso;Estatutário;Masculino;Carreira Pesq C&T Prod Inov Saude Public;22
2012;Concurso;Estatutário;Masculino;Carreira Pesq Desen Metrol E Qualidade;35
2012;Concurso;Estatutário;Masculino;Carreira Plan Gest Infr Inf Geog Estatis;100
2012;Concurso;Estatutário;Masculino;Carreira Policial Federal;69
2012;Concurso;Estatutário;Masculino;Carreira Previc;46
2012;Concurso;Estatutário;Masculino;Carreira Prod Anali Inf Geog Estatistica;19
2012;Concurso;Estatutário;Masculino;Carreira Sup Ges C&T Pro Inov Saude Publ;2
2012;Concurso;Estatutário;Masculino;Carreira Sup Gest E Metrol E Qualidade;4
2012;Concurso;Estatutário;Masculino;Carreira Sup Tec C&T Pro Inov Saude Publ;3
2012;Concurso;Estatutário;Masculino;Carreiras De Pesq.Em Cienc.E Tecnologia;1
2012;Concurso;Estatutário;Masculino;Diplomacia;20
2012;Concurso;Estatutário;Masculino;Especialista C&T Prod Inov Saude Publica;11
2012;Concurso;Estatutário;Masculino;Especialista Em Meio Ambiente;76
2012;Concurso;Estatutário;Masculino;Estrutura Remun Cargos Esp - Lei 12277;15
2012;Concurso;Estatutário;Masculino;Gestao;54
2012;Concurso;Estatutário;Masculino;Hfa / Carreira De Especialista / Ns;2
2012;Concurso;Estatutário;Masculino;Hfa / Carreira Medica;7
2012;Concurso;Estatutário;Masculino;Hfa / Carreira Suporte / Ni;4
2012;Concurso;Estatutário;Masculino;Mag.Superior E 1 E 2 Graus Lei 7596/87;63
2012;Concurso;Estatutário;Masculino;Outras Atividades De Nivel Superior;1
2012;Concurso;Estatutário;Masculino;Pccdpu - Estrutura Remuneratoria Cargos;1
2012;Concurso;Estatutário;Masculino;Planej.Infra-Estrut.Cienc.E Tecnologia;73
2012;Concurso;Estatutário;Masculino;Plano Carreira Cargos Tec Aux Agropec;4
2012;Concurso;Estatutário;Masculino;Plano De Cargos De Juiz Do Trib Maritimo;1
2012;Concurso;Estatutário;Masculino;Plano De Carreira Dos Cargos Tae-Ife;4667
2012;Concurso;Estatutário;Masculino;Plano De Carreiras -Ni- Susep-Cvm;5
2012;Concurso;Estatutário;Masculino;Plano De Carreiras Da Abin;9
2012;Concurso;Estatutário;Masculino;Plano De Carreiras E Cargos-Pccdpu - Ns;6
2012;Concurso;Estatutário;Masculino;Plano De Carreiras E Cargos-Pccdpu-Ni;7
2012;Concurso;Estatutário;Masculino;Plano Esp De Cargos Do Minist Da Fazenda;2
2012;Concurso;Estatutário;Masculino;Plano Especial De Cargos - Embratur;9
2012;Concurso;Estatutário;Masculino;Plano Especial De Cargos - Suframa;20
2012;Concurso;Estatutário;Masculino;Plano Especial De Cargos Da Cultura;37
