ano,flag_publico_privado,variavel,categoria,media_remuneracao,fator_correcao,media_remuneracao_ajustada
2016,Privado,grau_instrucao,Até Mestrado,6481.613430013542,1.355857127,8788.141763542775
2016,Privado,grau_instrucao,Até Doutorado,8426.306543129227,1.355857127,11424.867780788494
2016,Privado,grau_instrucao,Até Fundamental,1543.2978933533682,1.355857127,2092.4914477872503
2016,Privado,grau_instrucao,Até Ensino Médio,1800.1590264285953,1.355857127,2440.758445716592
2016,Privado,grau_instrucao,Até Ensino Superior Completo,4878.407984631902,1.355857127,6614.42423437687
2016,Privado,nivel_governo,Outros,2161.8582566289388,1.355857127,2931.1709248141415
2016,Privado,poderes,Outros,2161.8582566289388,1.355857127,2931.1709248141415
2016,Público,genero,Feminino,3648.047669081517,1.355857127,4946.231431759912
2016,Público,genero,Masculino,5145.2683363427,1.355857127,6976.248744157683
2016,Público,poderes,Outros,6589.952686414046,1.355857127,8935.03431646728
2016,Público,poderes,Executivo,3252.946307534987,1.355857127,4410.530434819646
2016,Público,poderes,Judiciário,11438.431549832369,1.355857127,15508.878938541871
2016,Público,poderes,Legislativo,6825.520055253803,1.355857127,9254.430012397303
2016,Público,nivel_governo,Outros,7073.843385384548,1.355857127,9591.120969355447
2016,Público,nivel_governo,Federal,9423.94806193733,1.355857127,12777.527144255566
2016,Público,nivel_governo,Estadual,4871.709547541685,1.355857127,6605.3421107083395
2016,Público,nivel_governo,Municipal,2622.759114119274,1.355857127,3556.0866372828236
2016,Público,grau_instrucao,Até Mestrado,7502.067071557279,1.355857127,10171.731106202955
2016,Público,grau_instrucao,Até Doutorado,11987.696596190908,1.355857127,16253.603866259084
2016,Público,grau_instrucao,Até Fundamental,2034.5227679168515,1.355857127,2758.52219492383
2016,Público,grau_instrucao,Até Ensino Médio,2782.793045059395,1.355857127,3773.0697831098128
2016,Público,grau_instrucao,Até Ensino Superior Completo,5826.384563818,1.355857127,7899.745035495422
2009,Privado,genero,Feminino,1016.4949148994697,2.145813947,2181.2089654458605
2009,Privado,genero,Masculino,1312.410176892547,2.145813947,2816.188061760765
2009,Privado,grau_instrucao,Até Mestrado,4021.451424714999,2.145813947,8629.286554336466
2009,Privado,grau_instrucao,Até Doutorado,5698.619272335415,2.145813947,12228.176713220326
2009,Privado,grau_instrucao,Até Fundamental,848.210989774739,2.145813947,1820.1029718573095
2009,Privado,grau_instrucao,Até Ensino Médio,1077.8417642240506,2.145813947,2312.847890331054
2009,Privado,grau_instrucao,Até Ensino Superior Completo,3357.9574213378355,2.145813947,7205.551868138883
2009,Privado,nivel_governo,Outros,1203.932600683183,2.145813947,2583.415365793956
2009,Privado,poderes,Outros,1203.932600683183,2.145813947,2583.415365793956
2009,Público,genero,Feminino,1887.6284799414848,2.145813947,4050.499519012848
2009,Público,genero,Masculino,2726.7468349302053,2.145813947,5851.0913883313415
2009,Público,poderes,Outros,3755.2653730809993,2.145813947,8058.100812243368
2009,Público,poderes,Executivo,1699.3505136631354,2.145813947,3646.4900330599703
2009,Público,poderes,Judiciário,7403.939524090408,2.145813947,15887.476693537741
2009,Público,poderes,Legislativo,3816.227614494108,2.145813947,8188.914440107997
2009,Público,nivel_governo,Outros,3918.3560979361832,2.145813947,8408.06316426396
2009,Público,nivel_governo,Federal,6047.9458660072705,2.145813947,12977.766589979396
2009,Público,nivel_governo,Estadual,2411.0075423793637,2.145813947,5173.573610759832
2009,Público,nivel_governo,Municipal,1310.9578424359686,2.145813947,2813.07162222813
2009,Público,grau_instrucao,Até Mestrado,4356.119344641478,2.145813947,9347.421644528184
2009,Público,grau_instrucao,Até Doutorado,7850.833598168867,2.145813947,16846.428230526948
2009,Público,grau_instrucao,Até Fundamental,1117.98414368302,2.145813947,2398.9859680398763
2009,Público,grau_instrucao,Até Ensino Médio,1644.1604520846977,2.145813947,3528.06242918917
2009,Público,grau_instrucao,Até Ensino Superior Completo,3464.451507058231,2.145813947,7434.068362550722
2018,Privado,genero,Feminino,2054.5983995512556,1.269402859,2608.113082487188
2018,Privado,genero,Masculino,2535.0785832453,1.269402859,3218.036001361253
2018,Privado,grau_instrucao,Até Mestrado,6811.190382041569,1.269402859,8646.14454415687
2018,Privado,grau_instrucao,Até Doutorado,8789.855406392091,1.269402859,11157.867583070727
2018,Privado,grau_instrucao,Até Fundamental,1669.2103513529153,1.269402859,2118.900392279785
2018,Privado,grau_instrucao,Até Ensino Médio,1922.2980926974633,1.269402859,2440.170694720407
2018,Privado,grau_instrucao,Até Ensino Superior Completo,5040.278299037349,1.269402859,6398.143682953667
2018,Privado,nivel_governo,Outros,2340.963919478817,1.269402859,2971.626292202256
2018,Privado,poderes,Outros,2340.963919478817,1.269402859,2971.626292202256
2018,Público,genero,Feminino,3954.3301130580703,1.269402859,5019.637950945707
2018,Público,genero,Masculino,5482.346842960886,1.269402859,6959.306756484172
2018,Público,poderes,Outros,7180.83553379764,1.269402859,9115.373156611515
2018,Público,poderes,Executivo,3516.6421305580584,1.269402859,4464.0355746102505
2018,Público,poderes,Judiciário,12719.942132832924,1.269402859,16146.73090973267
2018,Público,poderes,Legislativo,6311.573080901131,1.269402859,8011.928913683334
2018,Público,nivel_governo,Outros,7642.08288427537,1.269402859,9700.881862014121
2018,Público,nivel_governo,Federal,10707.434502136814,1.269402859,13592.047969567711
2018,Público,nivel_governo,Estadual,5426.191170976592,1.269402859,6888.022585918243
2018,Público,nivel_governo,Municipal,2871.0490860216787,1.269402859,3644.5179181252556
2018,Público,grau_instrucao,Até Mestrado,7772.566526050486,1.269402859,9866.518169936184
2018,Público,grau_instrucao,Até Doutorado,12477.051265121747,1.269402859,15838.40454783511
2018,Público,grau_instrucao,Até Fundamental,2098.9480215009794,1.269402859,2664.4106193857365
2018,Público,grau_instrucao,Até Ensino Médio,2897.3153841926314,1.269402859,3677.8604321188095
2018,Público,grau_instrucao,Até Ensino Superior Completo,6169.130517724032,1.269402859,7831.111916743036
2006,Privado,genero,Feminino,821.379105221594,2.476076114,2033.7971829778817
2006,Privado,genero,Masculino,1057.0652373765743,2.476076114,2617.3739852078756
2006,Privado,grau_instrucao,Até Mestrado,3466.2564771293955,2.476076114,8582.714868017883
2006,Privado,grau_instrucao,Até Doutorado,5326.75399595796,2.476076114,13189.448334545557
2006,Privado,grau_instrucao,Até Fundamental,682.2961200541434,2.476076114,1689.417125540941
2006,Privado,grau_instrucao,Até Ensino Médio,909.2077073319689,2.476076114,2251.2674867893907
2006,Privado,grau_instrucao,Até Ensino Superior Completo,2929.4857939834937,2.476076114,7253.629800784854
2006,Privado,nivel_governo,Outros,973.4717841536117,2.476076114,2410.390232395722
2006,Privado,poderes,Outros,973.4717841536117,2.476076114,2410.390232395722
2006,Público,genero,Feminino,1442.4570503621267,2.476076114,3571.633447872557
2006,Público,genero,Masculino,2130.68979541284,2.476076114,5275.75010876528
2006,Público,poderes,Outros,2800.2846866164086,2.476076114,6933.718024930865
2006,Público,poderes,Executivo,1289.2818858604676,2.476076114,3192.3600817919782
2006,Público,poderes,Judiciário,5772.886427872801,2.476076114,14294.106192890626
2006,Público,poderes,Legislativo,3509.0062339750134,2.476076114,8688.566519822627
2006,Público,nivel_governo,Outros,3025.496510864581,2.476076114,7491.3596435421305
2006,Público,nivel_governo,Federal,4418.931331076938,2.476076114,10941.610318285831
2006,Público,nivel_governo,Estadual,1872.5507806437768,2.476076114,4636.578260204109
2006,Público,nivel_governo,Municipal,999.4996228452221,2.476076114,2474.837142079063
2006,Público,grau_instrucao,Até Mestrado,3124.8633434991475,2.476076114,7737.399484352416
2006,Público,grau_instrucao,Até Doutorado,6976.442085906046,2.476076114,17274.201609616295
2006,Público,grau_instrucao,Até Fundamental,860.7995666764746,2.476076114,2131.405245989169
2006,Público,grau_instrucao,Até Ensino Médio,1356.668810233651,2.476076114,3359.215235628342
2006,Público,grau_instrucao,Até Ensino Superior Completo,2799.2325857916567,2.476076114,6931.112943209177
2013,Privado,genero,Feminino,1453.1709101429706,1.697143982,2466.2402649666055
2013,Privado,genero,Masculino,1902.4111832944395,1.697143982,3228.665691017657
2013,Privado,grau_instrucao,Até Mestrado,5138.059906381214,1.697143982,8720.027449270361
2013,Privado,grau_instrucao,Até Doutorado,6763.9542421684455,1.697143982,11479.404236619548
2013,Privado,grau_instrucao,Até Fundamental,1236.0069387233807,1.697143982,2097.6817377646285
2013,Privado,grau_instrucao,Até Ensino Médio,1484.478008703399,1.697143982,2519.372918882317
2013,Privado,grau_instrucao,Até Ensino Superior Completo,4295.187162933176,1.697143982,7289.551045135694
2013,Privado,nivel_governo,Outros,1726.972963003525,1.697143982,2930.921771238141
2013,Privado,poderes,Outros,1726.972963003525,1.697143982,2930.921771238141
2013,Público,genero,Feminino,2810.302438769709,1.697143982,4769.487871557935
2013,Público,genero,Masculino,3992.781004084193,1.697143982,6776.324252525405
2013,Público,poderes,Outros,5385.206198606516,1.697143982,9139.470291794147
2013,Público,poderes,Executivo,2532.6582635318355,1.697143982,4298.285730415625
2013,Público,poderes,Judiciário,9242.687300221158,1.697143982,15686.171129078166
2013,Público,poderes,Legislativo,4763.946362433383,1.697143982,8085.102899574607
2013,Público,nivel_governo,Outros,5625.107839592808,1.697143982,9546.617918065956
2013,Público,nivel_governo,Federal,7788.503212783749,1.697143982,13218.211356363607
2013,Público,nivel_governo,Estadual,3827.770014936019,1.697143982,6496.276845328714
2013,Público,nivel_governo,Municipal,1987.3841043385341,1.697143982,3372.8769726006035
2013,Público,grau_instrucao,Até Mestrado,6277.458680541841,1.697143982,10653.751221935247
2013,Público,grau_instrucao,Até Doutorado,10738.702375031793,1.697143982,18225.124110274315
2013,Público,grau_instrucao,Até Fundamental,1585.36237715525,1.697143982,2690.588217678247
2013,Público,grau_instrucao,Até Ensino Médio,2239.1521989841904,1.697143982,3800.1636792880854
2013,Público,grau_instrucao,Até Ensino Superior Completo,4748.715775901265,1.697143982,8059.254401299293
2012,Privado,genero,Feminino,1330.9458791301201,1.797445192,2392.3022712546476
2012,Privado,genero,Masculino,1742.756641075981,1.797445192,3132.509545328092
2012,Privado,grau_instrucao,Até Mestrado,4873.409450163756,1.797445192,8759.686384844208
2012,Privado,grau_instrucao,Até Doutorado,6623.891462915033,1.797445192,11906.081862346473
2012,Privado,grau_instrucao,Até Fundamental,1127.1099099214114,1.797445192,2025.9182884437942
2012,Privado,grau_instrucao,Até Ensino Médio,1373.5696023728988,1.797445192,2468.916077662519
2012,Privado,grau_instrucao,Até Ensino Superior Completo,4100.730990752815,1.797445192,7370.839203014044
2012,Privado,nivel_governo,Outros,1584.6324847470198,1.797445192,2848.2900407955444
2012,Privado,poderes,Outros,1584.6324847470198,1.797445192,2848.2900407955444
2012,Público,genero,Feminino,2573.5187120958212,1.797445192,4625.758835578667
2012,Público,genero,Masculino,3712.0152570239925,1.797445192,6672.14397636842
2012,Público,poderes,Outros,4699.1108886519205,1.797445192,8446.394273482243
2012,Público,poderes,Executivo,2294.275689514708,1.797445192,4123.834807240697
2012,Público,poderes,Judiciário,8570.682019306487,1.797445192,15405.331187763297
2012,Público,poderes,Legislativo,5441.710001267571,1.797445192,9781.17547803671
2012,Público,nivel_governo,Outros,4779.750118117585,1.797445192,8591.338868771885
2012,Público,nivel_governo,Federal,7302.251697150546,1.797445192,13125.397203817089
2012,Público,nivel_governo,Estadual,3369.293615026262,1.797445192,6056.1206087652545
2012,Público,nivel_governo,Municipal,1828.9657839378929,1.797445192,3287.4657546716767
2012,Público,grau_instrucao,Até Mestrado,5816.0835055425205,1.797445192,10454.09133330791
2012,Público,grau_instrucao,Até Doutorado,10377.552734872283,1.797445192,18653.082268022637
2012,Público,grau_instrucao,Até Fundamental,1477.9505094795934,1.797445192,2656.535037278046
2012,Público,grau_instrucao,Até Ensino Médio,2067.0342282607567,1.797445192,3715.380735286728
2012,Público,grau_instrucao,Até Ensino Superior Completo,4422.203365676874,1.797445192,7948.668177682114
2011,Privado,genero,Feminino,1210.5195846317001,1.902415991,2302.9118152220244
2011,Privado,genero,Masculino,1582.5601552905516,1.902415991,3010.6877461441886
2011,Privado,grau_instrucao,Até Mestrado,4661.878333250816,1.902415991,8868.831889272778
2011,Privado,grau_instrucao,Até Doutorado,6475.4137418502205,1.902415991,12318.930650837006
2011,Privado,grau_instrucao,Até Fundamental,1018.7127752274142,1.902415991,1938.0154738286215
2011,Privado,grau_instrucao,Até Ensino Médio,1266.6673973413072,1.902415991,2409.728311980454
2011,Privado,grau_instrucao,Até Ensino Superior Completo,3856.214170998177,1.902415991,7336.12350362774
2011,Privado,nivel_governo,Outros,1442.2359983227093,1.902415991,2743.7328260049712
2011,Privado,poderes,Outros,1442.2359983227093,1.902415991,2743.7328260049712
2011,Público,genero,Feminino,2290.3647289155815,1.902415991,4357.226485511383
2011,Público,genero,Masculino,3286.625505043627,1.902415991,6252.528917223447
2011,Público,poderes,Outros,4521.590134962065,1.902415991,8601.945377499682
2011,Público,poderes,Executivo,2055.05088660297,1.902415991,3909.5616689922176
2011,Público,poderes,Judiciário,8138.39816345001,1.902415991,15482.61880727233
2011,Público,poderes,Legislativo,4471.292421256532,1.902415991,8506.258202635536
2011,Público,nivel_governo,Outros,4615.799280109211,1.902415991,8781.170361726052
2011,Público,nivel_governo,Federal,7040.964401332292,1.902415991,13394.843269156294
2011,Público,nivel_governo,Estadual,3015.9587986154893,1.902415991,5737.608246683256
2011,Público,nivel_governo,Municipal,1600.3940334843533,1.902415991,3044.615201201623
2011,Público,grau_instrucao,Até Mestrado,5426.678002470698,1.902415991,10323.799009908193
2011,Público,grau_instrucao,Até Doutorado,9670.870833573696,1.902415991,18398.019320686097
2011,Público,grau_instrucao,Até Fundamental,1323.279354501199,1.902415991,2517.4278045632386
2011,Público,grau_instrucao,Até Ensino Médio,1899.7186655437642,1.902415991,3614.055167731638
2011,Público,grau_instrucao,Até Ensino Superior Completo,4079.065605355608,1.902415991,7760.079635966605
2019,Privado,genero,Feminino,2105.2922612966872,1.216952218,2562.0400869232394
2019,Privado,genero,Masculino,2558.125766667532,1.216952218,3113.116825669004
2019,Privado,grau_instrucao,Até Mestrado,7024.7715526884185,1.216952218,8548.811321987476
2019,Privado,grau_instrucao,Até Doutorado,8779.295155440848,1.216952218,10683.982711890396
2019,Privado,grau_instrucao,Até Fundamental,1678.4320678900503,1.216952218,2042.5716277811234
2019,Privado,grau_instrucao,Até Ensino Médio,1943.4064813690118,1.216952218,2365.032827977595
2019,Privado,grau_instrucao,Até Ensino Superior Completo,5170.187631600021,1.216952218,6291.8713057518125
2019,Privado,nivel_governo,Outros,2375.7028169254186,1.216952218,2891.1168123662364
2019,Privado,poderes,Outros,2375.7028169254186,1.216952218,2891.1168123662364
2019,Público,genero,Feminino,4106.469229998799,1.216952218,4997.376837595792
2019,Público,genero,Masculino,5700.362342667115,1.216952218,6937.0685963124215
2019,Público,poderes,Outros,6592.992387108246,1.216952218,8023.356708748494
2019,Público,poderes,Executivo,3759.269211039756,1.216952218,4574.851004433942
2019,Público,poderes,Judiciário,13679.946852477517,1.216952218,16647.841664244635
2019,Público,poderes,Legislativo,6508.905117269158,1.216952218,7921.026519212252
2019,Público,nivel_governo,Outros,7714.120910342974,1.216952218,9387.716551762061
2019,Público,nivel_governo,Federal,10985.899707814338,1.216952218,13369.315016150213
2019,Público,nivel_governo,Estadual,5703.379017651213,1.216952218,6940.739745625306
2019,Público,nivel_governo,Municipal,3020.990726384916,1.216952218,3676.4013650315546
2019,Público,grau_instrucao,Até Mestrado,8239.112931597265,1.216952218,10026.606756459774
2019,Público,grau_instrucao,Até Doutorado,11409.512355121664,1.216952218,13884.831366863713
2019,Público,grau_instrucao,Até Fundamental,2168.8451517181384,1.216952218,2639.380917881935
2019,Público,grau_instrucao,Até Ensino Médio,3009.725364215229,1.216952218,3662.6919575525812
2019,Público,grau_instrucao,Até Ensino Superior Completo,6347.779040353386,1.216952218,7724.943782531966
2014,Privado,genero,Feminino,1576.7454473137032,1.594910236,2514.767453487024
2014,Privado,genero,Masculino,2053.9001411887775,1.594910236,3275.7863589038266
2014,Privado,grau_instrucao,Até Mestrado,5471.935134306325,1.594910236,8727.245356433194
2014,Privado,grau_instrucao,Até Doutorado,7266.224195366173,1.594910236,11588.975346260373
2014,Privado,grau_instrucao,Até Fundamental,1332.6149826726196,1.594910236,2125.4012765115235
2014,Privado,grau_instrucao,Até Ensino Médio,1587.8708273704447,1.594910236,2532.5114360189114
2014,Privado,grau_instrucao,Até Ensino Superior Completo,4476.427388569977,1.594910236,7139.499862741006
2014,Privado,nivel_governo,Outros,1865.2317618317063,1.594910236,2974.8772294577025
2014,Privado,poderes,Outros,1865.2317618317063,1.594910236,2974.8772294577025
2014,Público,genero,Feminino,3082.8444136410762,1.594910236,4916.860111311571
2014,Público,genero,Masculino,4375.6925923212375,1.594910236,6978.836905082517
2014,Público,poderes,Outros,5903.169905804514,1.594910236,9415.026107614776
2014,Público,poderes,Executivo,2770.8804249539703,1.594910236,4419.305552491117
2014,Público,poderes,Judiciário,9933.686891058138,1.594910236,15843.33890376764
2014,Público,poderes,Legislativo,5583.463332815407,1.594910236,8905.122821837967
2014,Público,nivel_governo,Outros,6108.681413909042,1.594910236,9742.798515506483
2014,Público,nivel_governo,Federal,8343.725247796518,1.594910236,13307.492804082303
2014,Público,nivel_governo,Estadual,4189.6787330847455,1.594910236,6682.161496948373
2014,Público,nivel_governo,Municipal,2187.743102664784,1.594910236,3489.253868178463
2014,Público,grau_instrucao,Até Mestrado,6557.47458308899,1.594910236,10458.583334878462
2014,Público,grau_instrucao,Até Doutorado,10719.656360120964,1.594910236,17096.889655159426
2014,Público,grau_instrucao,Até Fundamental,1723.387453862232,1.594910236,2748.6482907588515
2014,Público,grau_instrucao,Até Ensino Médio,2430.49195753024,1.594910236,3876.4165015806575
2014,Público,grau_instrucao,Até Ensino Superior Completo,5080.904825958217,1.594910236,8103.587115062559
2007,Privado,genero,Feminino,870.1570871859627,2.370358141,2062.583935560094
2007,Privado,genero,Masculino,1124.146233957778,2.370358141,2664.6291773363096
2007,Privado,grau_instrucao,Até Mestrado,3633.030113631708,2.370358141,8611.582506345074
2007,Privado,grau_instrucao,Até Doutorado,5731.060173507036,2.370358141,13584.665138833276
